SWITCH,Enode,Enum,AddressId,NE1,NE2,NE3,NE4,NE5,NE6,NE7,NE8,NE9,NE10
SWITCH85,1153,1,82,1,1,1,0,0,1,0,1,1,0
SWITCH85,1153,2,82,1,0,1,0,1,0,1,1,0,1
SWITCH85,1152,0,82,0,1,0,1,1,0,1,1,0,0
SWITCH85,1153,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH84,1151,2,81,0,1,1,0,0,1,0,1,1,0
SWITCH84,1152,0,81,1,0,0,1,1,0,1,0,0,1
SWITCH85,1153,1,82,1,1,1,0,0,1,0,1,1,0
SWITCH85,1153,2,82,1,0,1,0,1,0,1,1,0,1
SWITCH85,1152,0,82,0,1,0,1,1,0,1,1,0,0
SWITCH85,1153,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH86,1154,2,83,0,1,1,0,0,1,0,1,1,0
SWITCH86,1154,0,83,1,0,0,1,1,0,1,0,0,1
SWITCH86,1153,1,83,1,1,1,0,0,1,0,1,1,0
SWITCH86,1154,2,83,1,0,1,0,1,0,1,1,0,1
SWITCH87,1155,0,84,0,1,0,1,1,0,1,1,0,0
SWITCH85,1152,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH85,1153,2,82,0,1,1,0,0,1,0,1,1,0
SWITCH86,1154,0,83,1,0,0,1,1,0,1,0,0,1
SWITCH86,1154,1,83,1,1,1,0,0,1,0,1,1,0
SWITCH86,1153,2,83,1,0,1,0,1,0,1,1,0,1
SWITCH86,1154,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH85,1152,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH85,1153,2,82,0,1,1,0,0,1,0,1,1,0
SWITCH86,1154,0,83,1,0,0,1,1,0,1,0,0,1
SWITCH86,1154,1,83,1,1,1,0,0,1,0,1,1,0
SWITCH86,1153,2,83,1,0,1,0,1,0,1,1,0,1
SWITCH86,1154,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH87,1155,1,84,0,1,0,1,0,1,1,0,1,0
SWITCH87,1155,2,84,0,1,1,0,0,1,0,1,1,0
SWITCH87,1154,0,84,1,0,0,1,1,0,1,0,0,1
SWITCH87,1155,1,84,1,1,1,0,0,1,0,1,1,0
SWITCH88,1156,2,85,1,0,1,0,1,0,1,1,0,1
SWITCH86,1153,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH86,1154,1,83,0,1,0,1,0,1,1,0,1,0
SWITCH87,1155,2,84,0,1,1,0,0,1,0,1,1,0
SWITCH87,1155,0,84,1,0,0,1,1,0,1,0,0,1
SWITCH87,1154,1,84,1,1,1,0,0,1,0,1,1,0
SWITCH87,1155,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH86,1153,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH86,1154,1,83,0,1,0,1,0,1,1,0,1,0
SWITCH87,1155,2,84,0,1,1,0,0,1,0,1,1,0
SWITCH87,1155,0,84,1,0,0,1,1,0,1,0,0,1
SWITCH87,1154,1,84,1,1,1,0,0,1,0,1,1,0
SWITCH87,1155,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH88,1156,0,85,0,1,0,1,1,0,1,1,0,0
SWITCH88,1156,1,85,0,1,0,1,0,1,1,0,1,0
SWITCH88,1155,2,85,0,1,1,0,0,1,0,1,1,0
SWITCH88,1156,0,85,1,0,0,1,1,0,1,0,0,1
SWITCH89,1157,1,86,1,1,1,0,0,1,0,1,1,0
SWITCH87,1154,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH87,1155,0,84,0,1,0,1,1,0,1,1,0,0
SWITCH88,1156,1,85,0,1,0,1,0,1,1,0,1,0
SWITCH88,1156,2,85,0,1,1,0,0,1,0,1,1,0
SWITCH88,1155,0,85,1,0,0,1,1,0,1,0,0,1
SWITCH88,1156,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH87,1154,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH87,1155,0,84,0,1,0,1,1,0,1,1,0,0
SWITCH88,1156,1,85,0,1,0,1,0,1,1,0,1,0
SWITCH88,1156,2,85,0,1,1,0,0,1,0,1,1,0
SWITCH88,1155,0,85,1,0,0,1,1,0,1,0,0,1
SWITCH88,1156,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH89,1157,2,86,1,0,1,0,1,0,1,1,0,1
SWITCH89,1157,0,86,0,1,0,1,1,0,1,1,0,0
SWITCH89,1156,1,86,0,1,0,1,0,1,1,0,1,0
SWITCH89,1157,2,86,0,1,1,0,0,1,0,1,1,0
SWITCH90,1158,0,87,1,0,0,1,1,0,1,0,0,1
SWITCH88,1155,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH88,1156,2,85,1,0,1,0,1,0,1,1,0,1
SWITCH89,1157,0,86,0,1,0,1,1,0,1,1,0,0
SWITCH89,1157,1,86,0,1,0,1,0,1,1,0,1,0
SWITCH89,1156,2,86,0,1,1,0,0,1,0,1,1,0
SWITCH89,1157,0,86,1,0,0,1,1,0,1,0,0,1
SWITCH88,1155,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH88,1156,2,85,1,0,1,0,1,0,1,1,0,1
SWITCH89,1157,0,86,0,1,0,1,1,0,1,1,0,0
SWITCH89,1157,1,86,0,1,0,1,0,1,1,0,1,0
SWITCH89,1156,2,86,0,1,1,0,0,1,0,1,1,0
SWITCH89,1157,0,86,1,0,0,1,1,0,1,0,0,1
SWITCH90,1158,1,87,1,1,1,0,0,1,0,1,1,0
SWITCH90,1158,2,87,1,0,1,0,1,0,1,1,0,1
SWITCH90,1157,0,87,0,1,0,1,1,0,1,1,0,0
SWITCH90,1158,1,87,0,1,0,1,0,1,1,0,1,0
SWITCH91,1159,2,88,0,1,1,0,0,1,0,1,1,0
SWITCH89,1156,0,86,1,0,0,1,1,0,1,0,0,1
SWITCH89,1157,1,86,1,1,1,0,0,1,0,1,1,0
SWITCH90,1158,2,87,1,0,1,0,1,0,1,1,0,1
SWITCH90,1158,0,87,0,1,0,1,1,0,1,1,0,0
SWITCH90,1157,1,87,0,1,0,1,0,1,1,0,1,0
SWITCH90,1158,2,87,0,1,1,0,0,1,0,1,1,0
SWITCH89,1156,0,86,1,0,0,1,1,0,1,0,0,1
SWITCH89,1157,1,86,1,1,1,0,0,1,0,1,1,0
SWITCH90,1158,2,87,1,0,1,0,1,0,1,1,0,1
SWITCH90,1158,0,87,0,1,0,1,1,0,1,1,0,0
SWITCH90,1157,1,87,0,1,0,1,0,1,1,0,1,0
SWITCH90,1158,2,87,0,1,1,0,0,1,0,1,1,0
SWITCH91,1159,0,88,1,0,0,1,1,0,1,0,0,1
SWITCH91,1159,1,88,1,1,1,0,0,1,0,1,1,0
SWITCH91,1158,2,88,1,0,1,0,1,0,1,1,0,1
SWITCH91,1159,0,88,0,1,0,1,1,0,1,1,0,0
SWITCH92,1160,1,89,0,1,0,1,0,1,1,0,1,0
SWITCH90,1157,2,87,0,1,1,0,0,1,0,1,1,0
SWITCH90,1158,0,87,1,0,0,1,1,0,1,0,0,1
SWITCH91,1159,1,88,1,1,1,0,0,1,0,1,1,0
SWITCH91,1159,2,88,1,0,1,0,1,0,1,1,0,1
SWITCH91,1158,0,88,0,1,0,1,1,0,1,1,0,0
SWITCH91,1159,1,88,0,1,0,1,0,1,1,0,1,0
SWITCH90,1157,2,87,0,1,1,0,0,1,0,1,1,0
SWITCH90,1158,0,87,1,0,0,1,1,0,1,0,0,1
SWITCH91,1159,1,88,1,1,1,0,0,1,0,1,1,0
SWITCH91,1159,2,88,1,0,1,0,1,0,1,1,0,1
SWITCH91,1158,0,88,0,1,0,1,1,0,1,1,0,0
SWITCH91,1159,1,88,0,1,0,1,0,1,1,0,1,0
SWITCH92,1160,2,89,0,1,1,0,0,1,0,1,1,0
SWITCH92,1160,0,89,1,0,0,1,1,0,1,0,0,1
SWITCH92,1159,1,89,1,1,1,0,0,1,0,1,1,0
SWITCH92,1160,2,89,1,0,1,0,1,0,1,1,0,1
SWITCH93,1161,0,90,0,1,0,1,1,0,1,1,0,0
SWITCH91,1158,1,88,0,1,0,1,0,1,1,0,1,0
SWITCH91,1159,2,88,0,1,1,0,0,1,0,1,1,0
SWITCH92,1160,0,89,1,0,0,1,1,0,1,0,0,1
SWITCH92,1160,1,89,1,1,1,0,0,1,0,1,1,0
SWITCH92,1159,2,89,1,0,1,0,1,0,1,1,0,1
SWITCH92,1160,0,89,0,1,0,1,1,0,1,1,0,0
SWITCH91,1158,1,88,0,1,0,1,0,1,1,0,1,0
SWITCH91,1159,2,88,0,1,1,0,0,1,0,1,1,0
SWITCH92,1160,0,89,1,0,0,1,1,0,1,0,0,1
SWITCH92,1160,1,89,1,1,1,0,0,1,0,1,1,0
SWITCH92,1159,2,89,1,1,1,1,1,1,1,1,1,1
SWITCH92,1160,0,89,1,1,1,1,1,1,1,1,1,1
SWITCH93,1161,1,90,1,1,1,1,1,1,1,1,1,1
SWITCH93,1161,2,90,1,1,1,1,1,1,1,1,1,1
SWITCH93,1160,0,90,1,1,1,1,1,1,1,1,1,1
SWITCH93,1161,1,90,1,1,1,1,1,1,1,1,1,1
SWITCH94,1162,2,91,1,1,1,1,1,1,1,1,1,1
SWITCH92,1159,0,89,1,1,1,1,1,1,1,1,1,1
SWITCH92,1160,1,89,1,1,1,1,1,1,1,1,1,1
SWITCH93,1161,2,90,1,1,1,1,1,1,1,1,1,1
SWITCH93,1161,0,90,1,1,1,1,1,1,1,1,1,1
SWITCH93,1160,1,90,1,0,1,0,1,0,1,1,0,1
SWITCH93,1161,2,90,0,1,0,1,1,0,1,1,0,0
SWITCH92,1159,0,89,0,1,0,1,0,1,1,0,1,0
SWITCH92,1160,1,89,0,1,1,0,0,1,0,1,1,0
SWITCH93,1161,2,90,0,0,0,0,0,0,0,0,0,0
SWITCH93,1161,0,90,0,0,0,0,0,0,0,0,0,0
SWITCH93,1160,1,90,0,0,0,0,0,0,0,0,0,0
SWITCH93,1161,2,90,0,0,0,0,0,0,0,0,0,0
SWITCH94,1162,0,91,0,0,0,0,0,0,0,0,0,0
SWITCH94,1162,1,91,0,0,0,0,0,0,0,0,0,0
SWITCH94,1161,2,91,0,0,0,0,0,0,0,0,0,0
SWITCH94,1162,0,91,0,0,0,0,0,0,0,0,0,0
SWITCH95,1163,1,92,0,0,0,0,0,0,0,0,0,0
SWITCH93,1160,2,90,0,0,0,0,0,0,0,0,0,0
SWITCH93,1161,0,90,0,0,0,0,0,0,0,0,0,0
SWITCH94,1162,1,91,0,0,0,0,0,0,0,0,0,0
SWITCH94,1162,2,91,0,0,0,0,0,0,0,0,0,0
SWITCH94,1161,0,91,0,1,1,0,0,1,0,1,1,0
SWITCH94,1162,1,91,0,1,1,0,0,1,0,1,1,0
SWITCH93,1160,2,90,0,1,1,0,0,1,0,1,1,0
SWITCH93,1161,0,90,0,1,1,0,0,1,0,1,1,0
SWITCH94,1162,1,91,0,1,1,0,0,1,0,1,1,0
SWITCH94,1162,2,91,0,1,1,0,0,1,0,1,1,0
SWITCH94,1161,0,91,0,1,1,0,0,1,0,1,1,0
SWITCH94,1162,1,91,0,1,1,0,0,1,0,1,1,0
SWITCH95,1163,2,92,0,1,1,0,0,1,0,1,1,0
SWITCH95,1163,0,92,1,0,0,1,1,0,1,0,0,1
SWITCH95,1162,1,92,1,1,1,0,0,1,0,1,1,0
SWITCH95,1163,2,92,1,0,1,0,1,0,1,1,0,1
SWITCH96,1164,0,93,0,1,0,1,1,0,1,1,0,0
SWITCH94,1161,1,91,0,1,0,1,0,1,1,0,1,0
SWITCH94,1162,2,91,0,1,1,0,0,1,0,1,1,0
SWITCH95,1163,0,92,1,0,0,1,1,0,1,0,0,1
SWITCH95,1163,1,92,1,1,1,0,0,1,0,1,1,0
SWITCH95,1162,2,92,1,0,1,0,1,0,1,1,0,1
SWITCH95,1163,0,92,0,1,0,1,1,0,1,1,0,0
SWITCH94,1161,1,91,0,1,0,1,0,1,1,0,1,0
SWITCH94,1162,2,91,0,1,1,0,0,1,0,1,1,0
SWITCH95,1163,0,92,1,0,0,1,1,0,1,0,0,1
SWITCH95,1163,1,92,1,1,1,0,0,1,0,1,1,0
SWITCH95,1162,2,92,1,0,1,0,1,0,1,1,0,1
SWITCH95,1163,0,92,0,1,0,1,1,0,1,1,0,0
SWITCH96,1164,1,93,0,1,0,1,0,1,1,0,1,0
SWITCH96,1164,2,93,0,1,1,0,0,1,0,1,1,0
SWITCH96,1163,0,93,1,0,0,1,1,0,1,0,0,1
SWITCH96,1164,1,93,1,1,1,0,0,1,0,1,1,0
SWITCH97,1165,2,94,1,0,1,0,1,0,1,1,0,1
SWITCH95,1162,0,92,0,1,0,1,1,0,1,1,0,0
SWITCH95,1163,1,92,0,1,0,1,0,1,1,0,1,0
SWITCH96,1164,2,93,0,1,1,0,0,1,0,1,1,0
SWITCH96,1164,0,93,1,0,0,1,1,0,1,0,0,1
SWITCH96,1163,1,93,1,1,1,0,0,1,0,1,1,0
SWITCH96,1164,2,93,1,0,1,0,1,0,1,1,0,1
SWITCH95,1162,0,92,0,1,0,1,1,0,1,1,0,0
SWITCH95,1163,1,92,0,1,0,1,0,1,1,0,1,0
SWITCH96,1164,2,93,0,1,1,0,0,1,0,1,1,0
SWITCH96,1164,0,93,1,0,0,1,1,0,1,0,0,1
SWITCH96,1163,1,93,1,1,1,0,0,1,0,1,1,0
SWITCH96,1164,2,93,1,0,1,0,1,0,1,1,0,1
SWITCH97,1165,0,94,0,1,0,1,1,0,1,1,0,0
SWITCH97,1165,1,94,0,1,0,1,0,1,1,0,1,0
SWITCH97,1164,2,94,0,1,1,0,0,1,0,1,1,0
SWITCH97,1165,0,94,1,0,0,1,1,0,1,0,0,1
SWITCH98,1166,1,95,1,1,1,0,0,1,0,1,1,0
SWITCH96,1163,2,93,1,0,1,0,1,0,1,1,0,1
SWITCH96,1164,0,93,0,1,0,1,1,0,1,1,0,0
SWITCH97,1165,1,94,0,1,0,1,0,1,1,0,1,0
SWITCH97,1165,2,94,0,1,1,0,0,1,0,1,1,0
SWITCH97,1164,0,94,1,0,0,1,1,0,1,0,0,1
SWITCH97,1165,1,94,1,1,1,0,0,1,0,1,1,0
SWITCH96,1163,2,93,1,0,1,0,1,0,1,1,0,1
SWITCH96,1164,0,93,0,1,0,1,1,0,1,1,0,0
SWITCH97,1165,1,94,0,1,0,1,0,1,1,0,1,0
SWITCH97,1165,2,94,0,1,1,0,0,1,0,1,1,0
SWITCH97,1164,0,94,1,0,0,1,1,0,1,0,0,1
SWITCH97,1165,1,94,1,1,1,0,0,1,0,1,1,0
SWITCH98,1166,2,95,1,0,1,0,1,0,1,1,0,1
SWITCH98,1166,0,95,0,1,0,1,1,0,1,1,0,0
SWITCH98,1165,1,95,0,1,0,1,0,1,1,0,1,0
SWITCH98,1166,2,95,0,1,1,0,0,1,0,1,1,0
SWITCH99,1167,0,96,1,0,0,1,1,0,1,0,0,1
SWITCH97,1164,1,94,1,1,1,0,0,1,0,1,1,0
SWITCH97,1165,2,94,1,0,1,0,1,0,1,1,0,1
SWITCH98,1166,0,95,0,1,0,1,1,0,1,1,0,0
SWITCH98,1166,1,95,0,1,0,1,0,1,1,0,1,0
SWITCH98,1165,2,95,0,1,1,0,0,1,0,1,1,0
SWITCH98,1166,0,95,1,0,0,1,1,0,1,0,0,1
SWITCH97,1164,1,94,1,1,1,0,0,1,0,1,1,0
SWITCH97,1165,2,94,1,0,1,0,1,0,1,1,0,1
SWITCH98,1166,0,95,0,1,0,1,1,0,1,1,0,0
SWITCH98,1166,1,95,0,1,0,1,0,1,1,0,1,0
SWITCH98,1165,2,95,0,1,1,0,0,1,0,1,1,0
SWITCH98,1166,0,95,1,0,0,1,1,0,1,0,0,1
SWITCH99,1167,1,96,1,1,1,0,0,1,0,1,1,0
SWITCH99,1167,2,96,1,0,1,0,1,0,1,1,0,1
SWITCH99,1166,0,96,0,1,0,1,1,0,1,1,0,0
SWITCH99,1167,1,96,0,1,0,1,0,1,1,0,1,0
SWITCH100,1168,2,97,0,1,1,0,0,1,0,1,1,0
SWITCH98,1165,0,95,1,0,0,1,1,0,1,0,0,1
SWITCH98,1166,1,95,1,1,1,0,0,1,0,1,1,0
SWITCH99,1167,2,96,1,0,1,0,1,0,1,1,0,1
SWITCH99,1167,0,96,0,1,0,1,1,0,1,1,0,0
SWITCH99,1166,1,96,0,1,0,1,0,1,1,0,1,0
SWITCH99,1167,2,96,0,1,1,0,0,1,0,1,1,0
SWITCH98,1165,0,95,1,0,0,1,1,0,1,0,0,1
SWITCH98,1166,1,95,1,1,1,0,0,1,0,1,1,0
SWITCH99,1167,2,96,1,0,1,0,1,0,1,1,0,1
SWITCH99,1167,0,96,0,1,0,1,1,0,1,1,0,0
SWITCH99,1166,1,96,0,1,0,1,0,1,1,0,1,0
SWITCH99,1167,2,96,0,1,1,0,0,1,0,1,1,0
SWITCH100,1168,0,97,1,0,0,1,1,0,1,0,0,1
SWITCH100,1168,1,97,1,1,1,0,0,1,0,1,1,0
SWITCH100,1167,2,97,1,0,1,0,1,0,1,1,0,1
SWITCH100,1168,0,97,0,1,0,1,1,0,1,1,0,0
SWITCH101,1169,1,98,0,1,0,1,0,1,1,0,1,0
SWITCH99,1166,2,96,0,1,1,0,0,1,0,1,1,0
SWITCH99,1167,0,96,1,0,0,1,1,0,1,0,0,1
SWITCH100,1168,1,97,1,1,1,0,0,1,0,1,1,0
SWITCH100,1168,2,97,1,0,1,0,1,0,1,1,0,1
SWITCH100,1167,0,97,0,1,0,1,1,0,1,1,0,0
SWITCH100,1168,1,97,0,1,0,1,0,1,1,0,1,0
SWITCH99,1166,2,96,0,1,1,0,0,1,0,1,1,0
SWITCH99,1167,0,96,1,0,0,1,1,0,1,0,0,1
SWITCH100,1168,1,97,1,1,1,0,0,1,0,1,1,0
SWITCH100,1168,2,97,1,0,1,0,1,0,1,1,0,1
SWITCH100,1167,0,97,0,1,0,1,1,0,1,1,0,0
SWITCH100,1168,1,97,0,1,0,1,0,1,1,0,1,0
SWITCH101,1169,2,98,0,1,1,0,0,1,0,1,1,0
SWITCH101,1169,0,98,1,0,0,1,1,0,1,0,0,1
SWITCH101,1168,1,98,1,1,1,0,0,1,0,1,1,0
SWITCH101,1169,2,98,1,0,1,0,1,0,1,1,0,1
SWITCH102,1170,0,99,0,1,0,1,1,0,1,1,0,0
SWITCH100,1167,1,97,0,1,0,1,0,1,1,0,1,0
SWITCH100,1168,2,97,0,1,1,0,0,1,0,1,1,0
SWITCH101,1169,0,98,1,0,0,1,1,0,1,0,0,1
SWITCH101,1169,1,98,1,1,1,0,0,1,0,1,1,0
SWITCH101,1168,2,98,1,0,1,0,1,0,1,1,0,1
SWITCH101,1169,0,98,0,1,0,1,1,0,1,1,0,0
SWITCH100,1167,1,97,0,1,0,1,0,1,1,0,1,0
SWITCH100,1168,2,97,0,1,1,0,0,1,0,1,1,0
SWITCH101,1169,0,98,1,0,0,1,1,0,1,0,0,1
SWITCH101,1169,1,98,1,1,1,0,0,1,0,1,1,0
SWITCH101,1168,2,98,1,0,1,0,1,0,1,1,0,1
SWITCH101,1169,0,98,0,1,0,1,1,0,1,1,0,0
SWITCH102,1170,1,99,0,1,0,1,0,1,1,0,1,0
SWITCH102,1170,2,99,0,1,1,0,0,1,0,1,1,0
SWITCH102,1169,0,99,1,0,0,1,1,0,1,0,0,1
SWITCH102,1170,1,99,1,1,1,0,0,1,0,1,1,0
SWITCH103,1171,2,100,1,0,1,0,1,0,1,1,0,1
SWITCH101,1168,0,98,0,1,0,1,1,0,1,1,0,0
SWITCH101,1169,1,98,0,1,0,1,0,1,1,0,1,0
SWITCH102,1170,2,99,0,1,1,0,0,1,0,1,1,0
SWITCH102,1170,0,99,1,0,0,1,1,0,1,0,0,1
SWITCH102,1169,1,99,1,1,1,0,0,1,0,1,1,0
SWITCH102,1170,2,99,1,0,1,0,1,0,1,1,0,1
SWITCH101,1168,0,98,0,1,0,1,1,0,1,1,0,0
SWITCH101,1169,1,98,0,1,0,1,0,1,1,0,1,0
SWITCH102,1170,2,99,0,1,1,0,0,1,0,1,1,0
SWITCH102,1170,0,99,1,0,0,1,1,0,1,0,0,1
SWITCH102,1169,1,99,1,1,1,0,0,1,0,1,1,0
SWITCH102,1170,2,99,1,0,1,0,1,0,1,1,0,1
SWITCH103,1171,0,100,0,1,0,1,1,0,1,1,0,0
SWITCH103,1171,1,100,0,1,0,1,0,1,1,0,1,0
SWITCH103,1170,2,100,0,1,1,0,0,1,0,1,1,0
SWITCH103,1171,0,100,1,0,0,1,1,0,1,0,0,1
SWITCH104,1172,1,101,1,1,1,0,0,1,0,1,1,0
SWITCH102,1169,2,99,1,0,1,0,1,0,1,1,0,1
SWITCH102,1170,0,99,0,1,0,1,1,0,1,1,0,0
SWITCH103,1171,1,100,0,1,0,1,0,1,1,0,1,0
SWITCH103,1171,2,100,0,1,1,0,0,1,0,1,1,0
SWITCH103,1170,0,100,1,0,0,1,1,0,1,0,0,1
SWITCH103,1171,1,100,1,1,1,0,0,1,0,1,1,0
SWITCH102,1169,2,99,1,0,1,0,1,0,1,1,0,1
SWITCH102,1170,0,99,0,1,0,1,1,0,1,1,0,0
SWITCH103,1171,1,100,0,1,0,1,0,1,1,0,1,0
SWITCH103,1171,2,100,0,1,1,0,0,1,0,1,1,0
SWITCH103,1170,0,100,1,0,0,1,1,0,1,0,0,1
SWITCH103,1171,1,100,1,1,1,0,0,1,0,1,1,0
SWITCH104,1172,2,101,1,0,1,0,1,0,1,1,0,1
SWITCH104,1172,0,101,0,1,0,1,1,0,1,1,0,0
SWITCH104,1171,1,101,0,1,0,1,0,1,1,0,1,0
SWITCH104,1172,2,101,0,1,1,0,0,1,0,1,1,0
SWITCH105,1173,0,102,1,0,0,1,1,0,1,0,0,1
SWITCH103,1170,1,100,1,1,1,0,0,1,0,1,1,0
SWITCH103,1171,2,100,1,0,1,0,1,0,1,1,0,1
SWITCH104,1172,0,101,0,1,0,1,1,0,1,1,0,0
SWITCH104,1172,1,101,0,1,0,1,0,1,1,0,1,0
SWITCH104,1171,2,101,0,1,1,0,0,1,0,1,1,0
SWITCH104,1172,0,101,1,0,0,1,1,0,1,0,0,1
SWITCH103,1170,1,100,1,1,1,0,0,1,0,1,1,0
SWITCH103,1171,2,100,1,0,1,0,1,0,1,1,0,1
SWITCH104,1172,0,101,0,1,0,1,1,0,1,1,0,0
SWITCH104,1172,1,101,0,1,0,1,0,1,1,0,1,0
SWITCH104,1171,2,101,0,1,1,0,0,1,0,1,1,0
SWITCH104,1172,0,101,1,0,0,1,1,0,1,0,0,1
SWITCH105,1173,1,102,1,1,1,0,0,1,0,1,1,0
SWITCH105,1173,2,102,1,0,1,0,1,0,1,1,0,1
SWITCH105,1172,0,102,0,1,0,1,1,0,1,1,0,0
SWITCH105,1173,1,102,0,1,0,1,0,1,1,0,1,0
SWITCH106,1174,2,103,0,1,1,0,0,1,0,1,1,0
SWITCH104,1171,0,101,1,0,0,1,1,0,1,0,0,1
SWITCH104,1172,1,101,1,1,1,0,0,1,0,1,1,0
SWITCH105,1173,2,102,1,0,1,0,1,0,1,1,0,1
SWITCH105,1173,0,102,0,1,0,1,1,0,1,1,0,0
SWITCH105,1172,1,102,0,1,0,1,0,1,1,0,1,0
SWITCH105,1173,2,102,0,1,1,0,0,1,0,1,1,0
SWITCH104,1171,0,101,1,0,0,1,1,0,1,0,0,1
SWITCH104,1172,1,101,1,1,1,0,0,1,0,1,1,0
SWITCH105,1173,2,102,1,0,1,0,1,0,1,1,0,1
SWITCH105,1173,0,102,0,1,0,1,1,0,1,1,0,0
SWITCH105,1172,1,102,0,1,0,1,0,1,1,0,1,0
SWITCH105,1173,2,102,0,1,1,0,0,1,0,1,1,0
SWITCH106,1174,0,103,1,0,0,1,1,0,1,0,0,1
SWITCH106,1174,1,103,1,1,1,0,0,1,0,1,1,0
SWITCH106,1173,2,103,1,0,1,0,1,0,1,1,0,1
SWITCH106,1174,0,103,0,1,0,1,1,0,1,1,0,0
SWITCH107,1175,1,104,0,1,0,1,0,1,1,0,1,0
SWITCH105,1172,2,102,0,1,1,0,0,1,0,1,1,0
SWITCH105,1173,0,102,1,0,0,1,1,0,1,0,0,1
SWITCH106,1174,1,103,1,1,1,0,0,1,0,1,1,0
SWITCH106,1174,2,103,1,0,1,0,1,0,1,1,0,1
SWITCH106,1173,0,103,0,1,0,1,1,0,1,1,0,0
SWITCH106,1174,1,103,0,1,0,1,0,1,1,0,1,0
SWITCH105,1172,2,102,0,1,1,0,0,1,0,1,1,0
SWITCH105,1173,0,102,1,0,0,1,1,0,1,0,0,1
SWITCH106,1174,1,103,1,1,1,0,0,1,0,1,1,0
SWITCH106,1174,2,103,1,0,1,0,1,0,1,1,0,1
SWITCH106,1173,0,103,0,1,0,1,1,0,1,1,0,0
SWITCH106,1174,1,103,0,1,0,1,0,1,1,0,1,0
SWITCH107,1175,2,104,0,1,1,0,0,1,0,1,1,0
SWITCH107,1175,0,104,1,0,0,1,1,0,1,0,0,1
SWITCH107,1174,1,104,1,1,1,0,0,1,0,1,1,0
SWITCH107,1175,2,104,1,0,1,0,1,0,1,1,0,1
SWITCH108,1176,0,105,0,1,0,1,1,0,1,1,0,0
SWITCH106,1173,1,103,0,1,0,1,0,1,1,0,1,0
SWITCH106,1174,2,103,0,1,1,0,0,1,0,1,1,0
SWITCH107,1175,0,104,1,0,0,1,1,0,1,0,0,1
SWITCH107,1175,1,104,1,1,1,0,0,1,0,1,1,0
SWITCH107,1174,2,104,1,0,1,0,1,0,1,1,0,1
SWITCH107,1175,0,104,0,1,0,1,1,0,1,1,0,0
SWITCH106,1173,1,103,0,1,0,1,0,1,1,0,1,0
SWITCH106,1174,2,103,0,1,1,0,0,1,0,1,1,0
SWITCH107,1175,0,104,1,0,0,1,1,0,1,0,0,1
SWITCH107,1175,1,104,1,1,1,0,0,1,0,1,1,0
SWITCH107,1174,2,104,1,0,1,0,1,0,1,1,0,1
SWITCH107,1175,0,104,0,1,0,1,1,0,1,1,0,0
SWITCH108,1176,1,105,0,1,0,1,0,1,1,0,1,0
SWITCH108,1176,2,105,0,1,1,0,0,1,0,1,1,0
SWITCH108,1175,0,105,1,0,0,1,1,0,1,0,0,1
SWITCH108,1176,1,105,1,1,1,0,0,1,0,1,1,0
SWITCH109,1177,2,106,1,0,1,0,1,0,1,1,0,1
SWITCH107,1174,0,104,0,1,0,1,1,0,1,1,0,0
SWITCH107,1175,1,104,0,1,0,1,0,1,1,0,1,0
SWITCH108,1176,2,105,0,1,1,0,0,1,0,1,1,0
SWITCH108,1176,0,105,1,0,0,1,1,0,1,0,0,1
SWITCH108,1175,1,105,1,1,1,0,0,1,0,1,1,0
SWITCH108,1176,2,105,1,0,1,0,1,0,1,1,0,1
SWITCH107,1174,0,104,0,1,0,1,1,0,1,1,0,0
SWITCH107,1175,1,104,0,1,0,1,0,1,1,0,1,0
SWITCH108,1176,2,105,0,1,1,0,0,1,0,1,1,0
SWITCH108,1176,0,105,1,0,0,1,1,0,1,0,0,1
SWITCH108,1175,1,105,1,1,1,0,0,1,0,1,1,0
SWITCH108,1176,2,105,1,0,1,0,1,0,1,1,0,1
SWITCH109,1177,0,106,0,1,0,1,1,0,1,1,0,0
SWITCH109,1177,1,106,0,1,0,1,0,1,1,0,1,0
SWITCH109,1176,2,106,0,1,1,0,0,1,0,1,1,0
SWITCH109,1177,0,106,1,0,0,1,1,0,1,0,0,1
SWITCH110,1178,1,107,1,1,1,0,0,1,0,1,1,0
SWITCH108,1175,2,105,1,0,1,0,1,0,1,1,0,1
SWITCH108,1176,0,105,0,1,0,1,1,0,1,1,0,0
SWITCH109,1177,1,106,0,1,0,1,0,1,1,0,1,0
SWITCH109,1177,2,106,0,1,1,0,0,1,0,1,1,0
